movieId,success,total,alpha,beta
169218,61,106,62,46
169220,31,88,32,58
169222,0,8,1,9
169226,0,2,1,3
169228,2,5,3,4
169230,0,2,1,3
169232,2,2,3,1
169234,0,2,1,3
169236,1,4,2,4
169238,1,4,2,4
169240,0,1,1,2
169242,0,6,1,7
169244,1,10,2,10
169246,1,2,2,2
169248,0,6,1,7
169250,7,20,8,14
169252,60,86,61,27
169254,2,3,3,2
169256,7,28,8,22
169258,0,3,1,4
169260,0,4,1,5
169262,0,3,1,4
169264,12,20,13,9
169266,4,9,5,6
169268,1,2,2,2
169270,0,8,1,9
169274,0,4,1,5
169276,1,5,2,5
169278,0,2,1,3
169280,1,1,2,1
169282,1,6,2,6
169284,0,2,1,3
169286,0,1,1,2
169288,7,21,8,15
169290,1,2,2,2
169292,0,4,1,5
169294,17,25,18,9
169296,0,8,1,9
169298,1,8,2,8
169300,1,6,2,6
169302,3,12,4,10
169304,1,4,2,4
169306,2,3,3,2
169310,0,1,1,2
169312,1,1,2,1
169314,0,2,1,3
169318,1,4,2,4
169320,0,1,1,2
169324,1,2,2,2
169326,3,4,4,2
169328,2,5,3,4
169332,0,4,1,5
169334,1,1,2,1
169336,0,1,1,2
169338,1,1,2,1
169346,2,2,3,1
169352,4,7,5,4
169356,2,3,3,2
169358,0,1,1,2
169360,0,3,1,4
169366,0,1,1,2
169370,3,9,4,7
169378,0,1,1,2
169382,2,3,3,2
169386,0,2,1,3
169388,0,1,1,2
169390,4,23,5,20
169392,0,5,1,6
169394,7,17,8,11
169396,0,1,1,2
169398,0,1,1,2
169400,22,52,23,31
169402,1,4,2,4
169404,1,8,2,8
169406,0,7,1,8
169408,0,3,1,4
169410,0,5,1,6
169416,1,2,2,2
169418,0,1,1,2
169420,1,3,2,3
169422,0,2,1,3
169424,1,2,2,2
169426,2,6,3,5
169428,1,3,2,3
169430,0,3,1,4
169432,1,3,2,3
169434,2,4,3,3
169436,0,4,1,5
169438,0,1,1,2
169440,1,2,2,2
169442,1,4,2,4
169444,1,3,2,3
169446,0,2,1,3
169448,0,1,1,2
169450,0,2,1,3
169452,0,3,1,4
169454,1,3,2,3
169456,0,1,1,2
169458,0,1,1,2
169460,0,4,1,5
169462,0,5,1,6
169464,1,3,2,3
169466,0,4,1,5
169468,0,2,1,3
169470,4,15,5,12
169472,0,1,1,2
169474,1,3,2,3
169476,2,8,3,7
169478,2,12,3,11
169480,3,13,4,11
169482,2,3,3,2
169484,0,2,1,3
169486,2,4,3,3
169488,16,31,17,16
169490,5,8,6,4
169492,1,3,2,3
169494,7,8,8,2
169496,2,3,3,2
169498,0,11,1,12
169500,0,1,1,2
169502,2,5,3,4
169504,2,2,3,1
169506,2,6,3,5
169508,1,1,2,1
169510,0,1,1,2
169512,0,1,1,2
169514,0,1,1,2
169516,1,1,2,1
169518,1,1,2,1
169520,0,2,1,3
169522,0,5,1,6
169524,1,5,2,5
169526,0,4,1,5
169528,1,4,2,4
169530,8,15,9,8
169532,3,4,4,2
169534,5,8,6,4
169536,1,6,2,6
169542,1,1,2,1
169550,1,2,2,2
169552,2,5,3,4
169554,1,1,2,1
169558,0,4,1,5
169560,2,2,3,1
169562,0,2,1,3
169564,0,1,1,2
169576,0,1,1,2
169580,0,1,1,2
169582,1,6,2,6
169584,2,3,3,2
169588,2,6,3,5
169590,2,2,3,1
169592,1,6,2,6
169596,0,1,1,2
169602,0,1,1,2
169604,5,8,6,4
169606,3,5,4,3
169608,1,1,2,1
169610,1,2,2,2
169614,0,1,1,2
169616,0,1,1,2
169618,0,1,1,2
169622,0,3,1,4
169628,1,1,2,1
169630,4,5,5,2
169632,2,3,3,2
169634,1,3,2,3
169638,0,1,1,2
169646,1,2,2,2
169648,1,3,2,3
169650,1,1,2,1
169652,1,4,2,4
169654,5,34,6,30
169656,46,109,47,64
169658,0,5,1,6
169660,0,2,1,3
169662,0,2,1,3
169664,0,1,1,2
169666,3,19,4,17
169668,5,23,6,19
169670,52,222,53,171
169672,2,7,3,6
169674,1,1,2,1
169678,0,2,1,3
169682,1,1,2,1
169684,0,6,1,7
169686,1,1,2,1
169688,1,4,2,4
169690,1,4,2,4
169692,15,34,16,20
169694,10,16,11,7
169696,1,2,2,2
169698,0,3,1,4
169700,2,3,3,2
169706,0,2,1,3
169708,0,3,1,4
169710,0,2,1,3
169714,4,6,5,3
169716,0,2,1,3
169718,0,3,1,4
169720,1,7,2,7
169722,1,2,2,2
169724,0,1,1,2
169726,1,6,2,6
169732,1,1,2,1
169736,1,2,2,2
169740,1,1,2,1
169742,0,5,1,6
169744,0,5,1,6
169746,1,1,2,1
169750,4,21,5,18
169752,2,14,3,13
169754,1,7,2,7
169756,34,97,35,64
169758,8,22,9,15
169760,29,92,30,64
169762,6,34,7,29
169764,51,212,52,162
169766,4,5,5,2
169768,5,11,6,7
169770,1,6,2,6
169772,0,1,1,2
169774,3,4,4,2
169776,2,10,3,9
169778,0,3,1,4
169780,0,2,1,3
169782,13,23,14,11
169784,3,13,4,11
169786,3,6,4,4
169788,5,6,6,2
169790,1,1,2,1
169792,11,36,12,26
169794,0,5,1,6
169796,1,5,2,5
169798,0,2,1,3
169800,0,12,1,13
169802,0,1,1,2
169804,0,5,1,6
169806,0,1,1,2
169808,0,2,1,3
169810,0,5,1,6
169812,4,9,5,6
169814,1,30,2,30
169816,1,1,2,1
169818,2,2,3,1
169820,1,1,2,1
169822,2,2,3,1
169824,1,4,2,4
169826,1,1,2,1
169828,14,33,15,20
169830,1,1,2,1
169832,0,1,1,2
169834,0,4,1,5
169836,0,3,1,4
169838,0,1,1,2
169840,1,3,2,3
169842,37,88,38,52
169844,0,1,1,2
169846,0,2,1,3
169848,2,3,3,2
169850,3,14,4,12
169852,1,2,2,2
169854,3,8,4,6
169858,1,1,2,1
169860,3,4,4,2
169862,1,5,2,5
169864,368,1233,369,866
169866,1,2,2,2
169868,1,5,2,5
169870,0,2,1,3
169872,2,5,3,4
169874,2,8,3,7
169876,1,1,2,1
169880,3,28,4,26
169882,2,3,3,2
169884,0,1,1,2
169888,5,11,6,7
169890,1,3,2,3
169892,0,5,1,6
169894,2,6,3,5
169896,2,3,3,2
169898,3,8,4,6
169900,79,311,80,233
169902,9,46,10,38
169904,3,11,4,9
169906,362,467,363,106
169908,1,1,2,1
169910,0,1,1,2
169912,8,26,9,19
169916,0,3,1,4
169918,0,2,1,3
169920,1,2,2,2
169922,2,2,3,1
169924,2,3,3,2
169928,1,7,2,7
169930,0,2,1,3
169932,2,6,3,5
169934,1,1,2,1
169936,0,1,1,2
169940,1,1,2,1
169942,1,1,2,1
169944,0,2,1,3
169948,34,66,35,33
169950,0,2,1,3
169952,2,4,3,3
169954,19,26,20,8
169956,1,2,2,2
169958,17,56,18,40
169960,6,10,7,5
169962,0,5,1,6
169964,0,4,1,5
169966,5,10,6,6
169968,0,6,1,7
169970,4,6,5,3
169972,1,8,2,8
169974,3,6,4,4
169976,0,3,1,4
169978,1,4,2,4
169980,2,4,3,3
169982,78,461,79,384
169984,389,1504,390,1116
169986,0,2,1,3
169988,1,2,2,2
169990,2,3,3,2
169992,55,243,56,189
169994,1,2,2,2
169996,0,2,1,3
169998,2,4,3,3
170000,0,9,1,10
170006,5,7,6,3
170008,1,4,2,4
170010,1,2,2,2
170012,1,3,2,3
170014,2,5,3,4
170016,0,2,1,3
170018,1,3,2,3
170020,0,1,1,2
170022,0,1,1,2
170024,11,55,12,45
170026,8,14,9,7
170028,1,5,2,5
170030,0,5,1,6
170036,0,1,1,2
170040,1,2,2,2
170042,0,2,1,3
170044,0,1,1,2
170046,3,67,4,65
170048,0,2,1,3
170050,1,2,2,2
170054,0,1,1,2
170056,0,2,1,3
170058,0,2,1,3
170060,1,1,2,1
170062,2,4,3,3
170064,0,1,1,2
170066,1,3,2,3
170068,2,5,3,4
170070,2,4,3,3
170103,1,2,2,2
170105,0,5,1,6
170107,0,2,1,3
170109,0,1,1,2
170111,0,4,1,5
170113,2,12,3,11
170115,1,2,2,2
170117,5,16,6,12
170119,0,4,1,5
170121,2,6,3,5
170123,1,7,2,7
170125,18,27,19,10
170127,13,19,14,7
170129,4,30,5,27
170133,0,1,1,2
170137,0,1,1,2
170141,0,1,1,2
170143,0,1,1,2
170145,0,1,1,2
170151,20,75,21,56
170153,7,49,8,43
170155,7,17,8,11
170157,0,1,1,2
170159,0,1,1,2
170161,0,3,1,4
170163,0,1,1,2
170165,0,2,1,3
170167,0,1,1,2
170171,0,1,1,2
170173,0,1,1,2
170183,0,5,1,6
170191,2,23,3,22
170193,2,11,3,10
170195,1,5,2,5
170197,3,9,4,7
170199,2,7,3,6
170201,6,15,7,10
170203,0,4,1,5
170205,1,7,2,7
170207,2,5,3,4
170209,0,4,1,5
170211,0,1,1,2
170213,25,41,26,17
170215,0,2,1,3
170217,1,6,2,6
170223,0,1,1,2
170225,0,1,1,2
170227,0,2,1,3
170229,1,1,2,1
170231,1,2,2,2
170233,2,4,3,3
170235,3,21,4,19
170237,2,10,3,9
170239,0,1,1,2
170241,6,20,7,15
170245,0,2,1,3
170247,0,3,1,4
170253,5,42,6,38
170255,0,2,1,3
170257,1,5,2,5
170259,0,2,1,3
170261,0,2,1,3
170263,29,56,30,28
170265,0,8,1,9
170267,0,1,1,2
170269,1,4,2,4
170271,0,2,1,3
170273,3,25,4,23
170275,0,2,1,3
170277,1,3,2,3
170279,1,7,2,7
170281,1,5,2,5
170283,1,2,2,2
170285,2,22,3,21
170287,1,16,2,16
170289,2,31,3,30
170291,3,16,4,14
170293,10,42,11,33
170295,2,9,3,8
170297,9,26,10,18
170299,0,2,1,3
170301,0,7,1,8
170303,6,22,7,17
170305,4,8,5,5
170307,0,3,1,4
170309,0,1,1,2
170311,0,4,1,5
170315,2,7,3,6
170317,6,27,7,22
170319,1,7,2,7
170321,0,2,1,3
170323,0,5,1,6
170325,0,1,1,2
170327,0,1,1,2
170329,0,1,1,2
170331,0,1,1,2
170333,0,2,1,3
170335,0,2,1,3
170337,0,2,1,3
170339,0,1,1,2
170341,0,1,1,2
170343,0,1,1,2
170345,1,1,2,1
170347,1,2,2,2
170349,3,8,4,6
170351,1,4,2,4
170353,1,2,2,2
170355,411,553,412,143
170357,154,249,155,96
170359,5,12,6,8
170361,13,28,14,16
170363,0,3,1,4
170365,0,12,1,13
170367,1,2,2,2
170369,4,17,5,14
170371,1,21,2,21
170377,1,9,2,9
170379,1,2,2,2
170381,1,3,2,3
170383,0,1,1,2
170385,0,2,1,3
170389,1,3,2,3
170391,0,2,1,3
170393,22,43,23,22
170395,0,1,1,2
170397,1,2,2,2
170399,51,186,52,136
170401,39,149,40,111
170403,160,453,161,294
170405,14,58,15,45
170407,10,31,11,22
170409,2,8,3,7
170411,55,105,56,51
170413,0,2,1,3
170417,0,1,1,2
170421,0,1,1,2
170423,3,32,4,30
170425,18,29,19,12
170427,2,4,3,3
170429,1,1,2,1
170431,0,3,1,4
170433,0,4,1,5
170435,0,1,1,2
170437,0,2,1,3
170439,0,2,1,3
170441,5,8,6,4
170443,0,1,1,2
170445,1,4,2,4
170447,1,6,2,6
170449,1,2,2,2
170451,3,19,4,17
170453,6,9,7,4
170455,4,9,5,6
170457,1,2,2,2
170459,0,1,1,2
170461,2,6,3,5
170463,1,2,2,2
170465,1,2,2,2
170467,1,4,2,4
170469,0,2,1,3
170471,0,3,1,4
170473,1,1,2,1
170475,2,9,3,8
170477,3,23,4,21
170479,1,3,2,3
170481,9,31,10,23
170483,3,3,4,1
170485,4,11,5,8
170487,11,15,12,5
170489,11,38,12,28
170491,0,2,1,3
170493,2,6,3,5
170495,0,1,1,2
170497,3,3,4,1
170499,1,4,2,4
170501,1,6,2,6
170503,1,4,2,4
170505,2,2,3,1
170507,5,9,6,5
170509,13,20,14,8
170511,0,2,1,3
170513,4,11,5,8
170515,4,12,5,9
170517,3,8,4,6
170519,0,1,1,2
170521,2,7,3,6
170523,3,9,4,7
170525,3,10,4,8
170527,2,8,3,7
170529,1,4,2,4
170531,1,5,2,5
170533,2,4,3,3
170535,0,6,1,7
170537,0,17,1,18
170539,1,2,2,2
170541,0,3,1,4
170543,0,3,1,4
170545,0,2,1,3
170549,2,8,3,7
170551,2,14,3,13
170553,1,5,2,5
170555,21,80,22,60
170557,0,1,1,2
170559,0,1,1,2
170561,0,3,1,4
170563,1,4,2,4
170565,0,1,1,2
170567,0,2,1,3
170571,4,10,5,7
170573,0,5,1,6
170577,0,1,1,2
170579,0,1,1,2
170581,0,2,1,3
170583,0,1,1,2
170589,5,10,6,6
170591,24,42,25,19
170593,0,1,1,2
170595,7,13,8,7
170597,35,50,36,16
170599,10,20,11,11
170601,13,42,14,30
170605,9,23,10,15
170607,0,1,1,2
170609,4,10,5,7
170611,16,28,17,13
170613,6,13,7,8
170615,16,27,17,12
170617,5,11,6,7
170619,1,2,2,2
170621,3,6,4,4
170623,2,17,3,16
170625,1,13,2,13
170627,16,71,17,56
170629,85,264,86,180
170631,0,5,1,6
170633,0,1,1,2
170635,78,122,79,45
170637,6,19,7,14
170639,0,2,1,3
170641,6,13,7,8
170643,0,2,1,3
170645,94,165,95,72
170647,2,8,3,7
170649,3,8,4,6
170651,0,1,1,2
170653,9,13,10,5
170655,0,1,1,2
170657,0,1,1,2
170659,1,4,2,4
170661,0,3,1,4
170663,0,1,1,2
170665,3,7,4,5
170667,0,1,1,2
170669,2,5,3,4
170671,1,4,2,4
170673,4,8,5,5
170675,6,13,7,8
170681,0,2,1,3
170683,3,3,4,1
170685,1,3,2,3
170687,1,5,2,5
170689,7,13,8,7
170691,1,13,2,13
170693,1,4,2,4
170697,614,972,615,359
170699,2,9,3,8
170701,0,3,1,4
170703,0,4,1,5
170705,1175,1356,1176,182
170707,11,21,12,11
170709,18,75,19,58
170711,1,2,2,2
170715,1,2,2,2
170717,1,1,2,1
170719,0,3,1,4
170721,0,1,1,2
170723,0,1,1,2
170725,1,1,2,1
170727,2,4,3,3
170729,116,227,117,112
170731,0,3,1,4
170733,5,10,6,6
170735,1,2,2,2
170737,1,1,2,1
170739,3,5,4,3
170741,3,6,4,4
170743,2,4,3,3
170745,116,190,117,75
170747,0,1,1,2
170749,0,2,1,3
170751,6,66,7,61
170753,1,8,2,8
170755,2,9,3,8
170757,0,2,1,3
170763,0,4,1,5
170765,1,1,2,1
170767,1,1,2,1
170771,2,3,3,2
170773,2,9,3,8
170775,6,13,7,8
170777,247,322,248,76
170779,0,1,1,2
170781,18,37,19,20
170783,5,11,6,7
170785,0,4,1,5
170787,26,89,27,64
170789,6,21,7,16
170791,1,2,2,2
170793,1,5,2,5
170795,0,4,1,5
170797,1,3,2,3
170799,55,89,56,35
170801,1,5,2,5
170803,3,6,4,4
170805,2,3,3,2
170807,0,5,1,6
170809,36,74,37,39
170811,0,1,1,2
170813,125,545,126,421
170815,9,45,10,37
170817,19,129,20,111
170819,0,1,1,2
170821,0,3,1,4
170823,0,1,1,2
170825,0,1,1,2
170827,102,723,103,622
170829,1,3,2,3
170831,0,1,1,2
170833,1,2,2,2
170835,4,26,5,23
170837,13,34,14,22
170839,1,4,2,4
170841,1,2,2,2
170843,1,3,2,3
170845,0,1,1,2
170847,0,2,1,3
170849,1,1,2,1
170851,0,1,1,2
170853,2,7,3,6
170855,1,1,2,1
170857,1,2,2,2
170859,1,2,2,2
170861,0,1,1,2
170863,3,10,4,8
170865,5,8,6,4
170867,1,1,2,1
170869,1,3,2,3
170871,3,9,4,7
170873,2,7,3,6
170875,298,862,299,565
170877,0,4,1,5
170879,0,3,1,4
170881,3,21,4,19
170885,6,9,7,4
170887,2,2,3,1
170889,4,6,5,3
170891,18,54,19,37
170893,3,10,4,8
170895,1,2,2,2
170897,5,58,6,54
170899,2,6,3,5
170901,6,18,7,13
170903,0,4,1,5
170905,0,3,1,4
170907,24,53,25,30
170909,0,2,1,3
170911,1,2,2,2
170913,12,42,13,31
170915,6,14,7,9
170917,3,19,4,17
170919,1,5,2,5
170921,6,14,7,9
170923,0,2,1,3
170925,1,9,2,9
170927,2,8,3,7
170929,1,3,2,3
170931,1,3,2,3
170933,8,15,9,8
170935,1,5,2,5
170937,5,38,6,34
170939,30,120,31,91
170941,1,4,2,4
170943,16,49,17,34
170945,165,486,166,322
170947,38,84,39,47
170949,7,65,8,59
170951,2,7,3,6
170955,2,5,3,4
170957,128,377,129,250
170959,26,65,27,40
170961,15,60,16,46
170963,0,2,1,3
170965,0,1,1,2
170967,1,4,2,4
170969,0,1,1,2
170971,1,1,2,1
170973,12,38,13,27
170975,0,1,1,2
170977,0,2,1,3
170979,0,2,1,3
170981,0,1,1,2
170983,1,4,2,4
170985,0,5,1,6
170987,0,4,1,5
170989,0,3,1,4
170991,0,2,1,3
170993,4,16,5,13
170995,0,7,1,8
170997,1,1,2,1
170999,1,7,2,7
171001,1,4,2,4
171003,0,2,1,3
171005,0,2,1,3
171007,29,96,30,68
171009,0,2,1,3
171011,1011,1124,1012,114
171013,47,68,48,22
171015,2,9,3,8
171017,1,2,2,2
171021,0,5,1,6
171023,14,40,15,27
171025,0,3,1,4
171027,0,1,1,2
171031,2,9,3,8
171033,0,3,1,4
171035,1,2,2,2
171037,0,2,1,3
171041,1,11,2,11
171043,1,4,2,4
171045,0,2,1,3
171047,3,7,4,5
171049,15,67,16,53
171051,1,1,2,1
171055,0,3,1,4
171057,1,2,2,2
171059,1,3,2,3
171061,0,1,1,2
171063,0,1,1,2
171065,1,1,2,1
171067,5,11,6,7
171069,0,1,1,2
171071,9,13,10,5
171073,1,5,2,5
171075,1,2,2,2
171079,0,1,1,2
171083,0,2,1,3
171085,1,3,2,3
171087,1,4,2,4
171089,1,9,2,9
171091,1,3,2,3
171093,12,18,13,7
171095,6,13,7,8
171101,0,2,1,3
171103,0,2,1,3
171105,0,1,1,2
171107,1,2,2,2
171109,4,23,5,20
171111,10,26,11,17
171113,12,33,13,22
171115,0,5,1,6
171117,2,2,3,1
171121,0,1,1,2
171123,1,2,2,2
171127,1,2,2,2
171129,3,10,4,8
171131,0,1,1,2
171133,1,4,2,4
171137,0,1,1,2
171139,0,1,1,2
171141,36,64,37,29
171143,0,7,1,8
171147,2,3,3,2
171149,2,10,3,9
171151,3,11,4,9
171153,2,22,3,21
171155,3,10,4,8
171157,0,5,1,6
171161,4,11,5,8
171163,1,2,2,2
171165,0,4,1,5
171167,2,15,3,14
171169,1,15,2,15
171171,0,2,1,3
171173,4,8,5,5
171175,2,5,3,4
171177,5,10,6,6
171179,16,25,17,10
171181,2,7,3,6
171183,1,7,2,7
171185,1,2,2,2
171187,7,10,8,4
171189,0,1,1,2
171191,13,40,14,28
171193,1,12,2,12
171195,7,11,8,5
171197,0,2,1,3
171199,0,1,1,2
171201,2,9,3,8
171203,1,3,2,3
171205,1,2,2,2
171207,7,98,8,92
171209,3,11,4,9
171211,3,4,4,2
171213,2,21,3,20
171215,1,12,2,12
171217,0,1,1,2
171219,0,4,1,5
171221,2,4,3,3
171223,1,2,2,2
171225,4,11,5,8
171227,17,42,18,26
171231,1,2,2,2
171233,17,58,18,42
171235,0,5,1,6
171237,1,3,2,3
171239,0,1,1,2
171241,1,3,2,3
171243,1,9,2,9
171245,0,5,1,6
171247,0,3,1,4
171249,1,2,2,2
171251,8,19,9,12
171253,85,161,86,77
171255,1,1,2,1
171257,0,1,1,2
171259,4,13,5,10
171261,0,9,1,10
171263,8,26,9,19
171265,15,28,16,14
171269,1,4,2,4
171271,10,16,11,7
171273,1,5,2,5
171275,5,12,6,8
171277,11,17,12,7
171279,1,1,2,1
171281,2,2,3,1
171283,5,8,6,4
171285,8,11,9,4
171287,3,5,4,3
171289,5,6,6,2
171291,3,4,4,2
171293,8,12,9,5
171295,3,4,4,2
171297,3,7,4,5
171299,2,2,3,1
171301,0,2,1,3
171303,1,2,2,2
171309,0,4,1,5
171311,1,2,2,2
171313,1,4,2,4
171315,13,65,14,53
171317,0,1,1,2
171319,0,2,1,3
171321,0,1,1,2
171323,1,3,2,3
171325,0,2,1,3
171327,4,12,5,9
171329,0,1,1,2
171331,10,12,11,3
171333,1,4,2,4
171335,4,4,5,1
171337,1,8,2,8
171339,3,6,4,4
171341,2,8,3,7
171345,0,3,1,4
171349,14,22,15,9
171351,1,2,2,2
171353,0,3,1,4
171355,0,3,1,4
171357,0,1,1,2
171359,1,4,2,4
171361,5,11,6,7
171363,4,5,5,2
171365,0,3,1,4
171367,0,3,1,4
171369,1,2,2,2
171371,3,3,4,1
171373,0,2,1,3
171375,1,4,2,4
171377,2,3,3,2
171379,0,7,1,8
171381,0,1,1,2
171383,1,4,2,4
171385,6,7,7,2
171387,2,5,3,4
171389,1,1,2,1
171391,0,1,1,2
171393,2,9,3,8
171395,1,2,2,2
171397,3,7,4,5
171399,0,2,1,3
171401,3,6,4,4
171403,0,3,1,4
171405,2,2,3,1
171407,0,2,1,3
171409,2,7,3,6
171411,0,2,1,3
171413,0,2,1,3
171415,1,1,2,1
171417,0,1,1,2
171419,0,1,1,2
171421,1,2,2,2
171423,0,3,1,4
171425,0,1,1,2
171427,0,1,1,2
171429,4,6,5,3
171433,1,4,2,4
171435,2,9,3,8
171437,0,9,1,10
171439,37,126,38,90
171441,0,1,1,2
171443,8,31,9,24
171445,1,2,2,2
171447,0,2,1,3
171449,0,3,1,4
171455,5,13,6,9
171457,5,8,6,4
171459,1,2,2,2
171461,1,14,2,14
171463,2,13,3,12
171465,3,19,4,17
171467,14,41,15,28
171469,0,7,1,8
171473,0,7,1,8
171475,0,9,1,10
171477,0,1,1,2
171479,0,14,1,15
171481,0,6,1,7
171483,1,5,2,5
171485,2,6,3,5
171487,0,1,1,2
171489,3,13,4,11
171491,21,87,22,67
171493,1,2,2,2
171495,233,277,234,45
171497,4,32,5,29
171499,0,3,1,4
171501,3,37,4,35
171503,5,12,6,8
171505,9,19,10,11
171509,0,1,1,2
171511,0,2,1,3
171513,0,1,1,2
171515,0,2,1,3
171517,1,6,2,6
171519,2,32,3,31
171521,1,2,2,2
171523,1,3,2,3
171525,0,2,1,3
171527,1,5,2,5
171529,0,2,1,3
171531,3,6,4,4
171533,2,5,3,4
171535,0,1,1,2
171537,5,13,6,9
171539,0,1,1,2
171541,20,36,21,17
171543,0,10,1,11
171545,0,22,1,23
171547,0,1,1,2
171549,5,20,6,16
171551,1,1,2,1
171553,1,2,2,2
171555,0,9,1,10
171557,1,12,2,12
171559,1,6,2,6
171561,1,26,2,26
171563,2,4,3,3
171565,1,2,2,2
171567,0,2,1,3
171569,1,3,2,3
171571,3,7,4,5
171573,1,3,2,3
171575,2,8,3,7
171577,2,2,3,1
171579,2,5,3,4
171581,13,47,14,35
171583,32,91,33,60
171587,0,3,1,4
171589,0,3,1,4
171591,3,5,4,3
171593,2,5,3,4
171595,2,6,3,5
171597,0,3,1,4
171599,1,9,2,9
171601,0,17,1,18
171603,21,35,22,15
171605,5,19,6,15
171607,1,4,2,4
171609,4,25,5,22
171611,27,65,28,39
171613,7,15,8,9
171615,0,2,1,3
171621,1,2,2,2
171623,2,2,3,1
171625,0,3,1,4
171627,0,1,1,2
171629,1,4,2,4
171631,5,20,6,16
171633,0,1,1,2
171635,0,2,1,3
171637,2,4,3,3
171639,0,3,1,4
171641,2,2,3,1
171643,2,2,3,1
171645,2,2,3,1
171647,43,59,44,17
171649,2,3,3,2
171651,0,5,1,6
171653,0,1,1,2
171655,0,1,1,2
171657,1,1,2,1
171659,0,1,1,2
171661,1,6,2,6
171663,1,5,2,5
171665,0,3,1,4
171667,1,1,2,1
171669,2,2,3,1
171671,0,4,1,5
171673,1,2,2,2
171675,3,3,4,1
171677,0,1,1,2
171679,2,4,3,3
171681,1,1,2,1
171683,3,5,4,3
171685,1,1,2,1
171687,1,5,2,5
171689,10,43,11,34
171691,2,3,3,2
171693,2,2,3,1
171695,11,20,12,10
171697,2,11,3,10
171701,6,12,7,7
171703,13,24,14,12
171705,22,32,23,11
171707,0,1,1,2
171709,1,2,2,2
171711,0,3,1,4
171715,7,11,8,5
171717,0,2,1,3
171719,0,3,1,4
171721,0,2,1,3
171723,1,2,2,2
171725,0,10,1,11
171727,2,38,3,37
171729,1,36,2,36
171731,6,13,7,8
171733,3,7,4,5
171735,1,4,2,4
171737,0,14,1,15
171739,0,2,1,3
171741,0,15,1,16
171743,1,8,2,8
171745,6,12,7,7
171747,0,4,1,5
171749,142,192,143,51
171751,27,41,28,15
171753,0,1,1,2
171755,0,1,1,2
171757,5,39,6,35
171759,67,264,68,198
171761,0,3,1,4
171763,2444,4105,2445,1662
171765,296,683,297,388
171767,1,11,2,11
171769,18,28,19,11
171771,0,9,1,10
171773,1,2,2,2
171775,1,3,2,3
171777,2,3,3,2
171779,3,6,4,4
171781,3,12,4,10
171783,0,2,1,3
171785,0,1,1,2
171787,0,1,1,2
171789,0,1,1,2
171791,0,2,1,3
171793,1,4,2,4
171795,1,1,2,1
171797,0,1,1,2
171799,1,9,2,9
171801,2,6,3,5
171803,2,22,3,21
171805,1,12,2,12
171807,1,2,2,2
171809,1,5,2,5
171811,3,5,4,3
171813,1,1,2,1
171815,2,3,3,2
171817,2,8,3,7
171819,3,7,4,5
171821,1,5,2,5
171823,5,11,6,7
171825,3,9,4,7
171827,0,1,1,2
171831,1,5,2,5
171833,9,11,10,3
171835,14,34,15,21
171837,1,2,2,2
171839,0,1,1,2
171841,0,1,1,2
171843,8,12,9,5
171845,1,2,2,2
171847,1,1,2,1
171849,1,1,2,1
171851,2,4,3,3
171853,0,1,1,2
171855,0,2,1,3
171857,0,2,1,3
171859,1,3,2,3
171861,0,4,1,5
171863,1,3,2,3
171865,1,3,2,3
171867,35,199,36,165
171869,10,33,11,24
171871,0,2,1,3
171873,1,2,2,2
171875,1,6,2,6
171877,1,7,2,7
171879,6,19,7,14
171881,14,76,15,63
171883,1,2,2,2
171885,1,2,2,2
171887,2,12,3,11
171889,0,4,1,5
171891,0,11,1,12
171893,0,1,1,2
171895,0,5,1,6
171897,1,2,2,2
171899,3,5,4,3
171901,0,3,1,4
171903,16,31,17,16
171905,0,3,1,4
171907,2,6,3,5
171909,1,2,2,2
171913,0,1,1,2
171915,1,2,2,2
171917,3,3,4,1
171919,1,5,2,5
171921,0,1,1,2
171923,3,5,4,3
171925,17,50,18,34
171927,0,2,1,3
171933,2,2,3,1
171935,0,1,1,2
171937,0,3,1,4
171939,1,7,2,7
171941,1,9,2,9
171943,0,6,1,7
171945,1,7,2,7
171947,1,6,2,6
171949,0,7,1,8
171951,1,4,2,4
171953,0,7,1,8
171955,2,6,3,5
171957,1,9,2,9
171959,0,10,1,11
171961,1,3,2,3
171963,1,1,2,1
171965,3,8,4,6
171967,1,1,2,1
171969,1,5,2,5
171971,2,8,3,7
171973,1,1,2,1
171975,0,3,1,4
171977,2,4,3,3
171979,1,1,2,1
171983,18,51,19,34
171985,1,8,2,8
171987,1,2,2,2
171989,0,1,1,2
171991,7,11,8,5
171993,0,1,1,2
171995,1,4,2,4
171997,0,2,1,3
171999,0,3,1,4
172001,4,5,5,2
172003,4,6,5,3
172005,4,6,5,3
172007,1,5,2,5
172009,87,157,88,71
172011,0,13,1,14
172013,6,14,7,9
172015,2,5,3,4
172017,14,23,15,10
172019,7,12,8,6
172021,0,2,1,3
172023,3,9,4,7
172025,1,1,2,1
172029,0,3,1,4
172031,1,1,2,1
172033,2,3,3,2
172035,1,2,2,2
172037,0,4,1,5
172039,0,1,1,2
172041,2,5,3,4
172043,2,16,3,15
172045,1,2,2,2
172047,1,2,2,2
172049,1,2,2,2
172051,3,9,4,7
172053,1,2,2,2
172055,1,1,2,1
172057,1,2,2,2
172059,1,2,2,2
172063,1,12,2,12
172065,4,15,5,12
172067,8,13,9,6
172069,3,7,4,5
172071,1,1,2,1
172073,0,1,1,2
172075,1,2,2,2
